name,command,wall speedup,min wall [s],max wall [s],mean wall [s],stdev wall [s],min usr [s],max usr [s],mean usr [s],stdev usr [s],min sys [s],max sys [s],mean sys [s],stdev sys [s],min cpu [s],max cpu [s],mean cpu [s],stdev cpu [s]
xspp -a zstd -> xs,xs Sherlock /home/lfreist/CLionProjects/x-search/bench_data/en.sample.txt.xszst /home/lfreist/CLionProjects/x-search/bench_data/en.sample.txt.xszst.meta,7.327868852459017,2.23,2.47,2.318,0.0737563556583431,16.68,18.09,17.387,0.4297298893232562,0.66,1.57,0.8160000000000001,0.26899814125751875,17.45,19.3,18.203,0.5725391786691206
zstdcat | rg,z s t d c a t   / h o m e / l f r e i s t / C L i o n P r o j e c t s / x - s e a r c h / b e n c h _ d a t a / e n . s a m p l e . t x t . z s t   |   r g   S h e r l o c k,1.1747700394218135,14.05,15.8,14.459,0.6283213968804325,10.1,11.45,10.484,0.4671473714650084,1.73,2.06,1.859,0.10692157042534597,12.02,13.51,12.343,0.5380427492309509
zstdcat | xs,z s t d c a t   / h o m e / l f r e i s t / C L i o n P r o j e c t s / x - s e a r c h / b e n c h _ d a t a / e n . s a m p l e . t x t . z s t   |   x s   S h e r l o c k,1.1671820243248814,14.28,15.22,14.553,0.3503664748041209,10.61,11.32,10.841,0.24968647006462613,1.8,2.18,2.032,0.1135096667444868,12.65,13.440000000000001,12.873000000000001,0.29892585479791933
zstdcat | grep,z s t d c a t   / h o m e / l f r e i s t / C L i o n P r o j e c t s / x - s e a r c h / b e n c h _ d a t a / e n . s a m p l e . t x t . z s t   |   g r e p   S h e r l o c k,1.0985642219635234,15.21,16.45,15.462,0.3869768870502617,10.98,11.89,11.219000000000001,0.26896716032507273,1.72,2.01,1.8699999999999999,0.07302967433402209,12.88,13.9,13.089,0.3184493680320311
zstdcat,zstdcat /home/lfreist/CLionProjects/x-search/bench_data/en.sample.txt.zst,1.0,16.86,17.22,16.986,0.11047372739454539,10.35,10.75,10.467,0.12596736790843013,6.24,6.64,6.428,0.12541486709672375,16.81,17.15,16.895,0.11296508801886987
